Barrutia;Eserlekuak;UPN;PSN-PSOE;EH Bildu;Geroa Bai;PPN;Contigo-Zurekin;VOX;PUM+J;Ciudadanos;Eguzkilore;Voluntad Foral;Zuriak
Nafarroa;50;92392;68247;56535;43660;24019;20095;14197;1740;1273;1261;582;5860
