Barrutia;Eserlekuak;Partido Popular;Partido Socialista Obrero Español;VOX;Ahora Repúblicas (ERC-EH BILDU- BNG-ARA MÉS);SUMAR;Agrupación de electores «SE ACABÓ LA FIESTA»;PODEMOS;Junts i Lliures per Europa;COALICIÓN POR UNA EUROPA SOLIDARIA;PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE;CIUDADANOS- PARTIDO DE LA CIUDADANÍA;FRENTE OBRERO;La España olvidada EXISTE - Municipalistas - Mundo Justo;IZQUIERDA ESPAÑOLA;FEMINISTAS AL CONGRESO;IUSTITIA EUROPA;AHORA ANDALUCÍA;VOLT ESPAÑA;ESCAÑOS EN BLANCO PARA DEJAR ESCAÑOS VACÍOS;PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA;Pirates - Alianza Rebelde - European Pirates;COALICIÓN PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA / PARTIT COMUNISTA DEL POBLE DE CATALUNYA;FALANGE ESPAÑOLA DE LAS J.O.N.S.;SOBERANÍA ALIMENTARIA ESPAÑOLA;CREE EN EUROPA;RECORTES CERO;PARTIDO HUMANISTA;PAIS I MOVIMENT RURAL;SALAMANCA- ZAMORA-LEÓN PREPAL;PARTIDO GALEGO;FUTURO;JUNTOS POR EXTREMADURA;CORRIENTE REVOLUCIONARIA DE LOS TRABAJADORES;EXTREMEÑOS PREX CREX;Zuriak
Espainia;61;5996627;5290945;1688255;860660;818015;803545;578007;442297;284888;135691;122292;66039;40292;32766;29236;26611;22965;22020;19586;15281;14484;11177;9677;9311;9276;7618;6550;6541;6456;5719;5671;5611;5165;3509;124655
